ph,turbidity,tds,do,temperature,true_class,oracle_class,sample_id
6.719,0.0,367.349,7.575,23.278,POTABLE,POTABLE,2717
6.8,0.5,409.955,7.815,27.556,POTABLE,POTABLE,2718
7.862,2.226,444.246,3.14,25.353,MARGINAL,MARGINAL,2719
7.422,0.0,477.059,10.174,27.475,POTABLE,POTABLE,2720
6.441,1.87,277.983,7.601,26.65,POTABLE,MARGINAL,2721
0.0,81.976,1113.884,0.082,23.886,NON_POTABLE,NON_POTABLE,2722
7.074,0.0,135.962,8.313,27.678,POTABLE,POTABLE,2723
6.52,0.0,124.08,8.609,27.025,POTABLE,POTABLE,2724
7.315,0.571,294.897,8.376,26.208,MARGINAL,POTABLE,2725
5.831,18.299,431.106,5.929,30.322,MARGINAL,MARGINAL,2726
7.461,0.382,249.646,9.258,26.403,POTABLE,POTABLE,2727
8.669,14.318,539.345,5.563,22.878,MARGINAL,MARGINAL,2728
7.901,0.0,452.007,6.86,27.602,POTABLE,POTABLE,2729
2.384,7.905,1087.339,1.351,20.366,NON_POTABLE,NON_POTABLE,2730
8.372,69.845,1016.063,5.328,29.672,NON_POTABLE,NON_POTABLE,2731
7.203,0.0,221.91,8.152,27.653,POTABLE,POTABLE,2732
7.78,14.933,532.336,6.938,19.148,MARGINAL,MARGINAL,2733
2.388,30.285,1026.157,2.013,28.493,NON_POTABLE,NON_POTABLE,2734
7.788,11.523,540.066,4.926,22.876,MARGINAL,MARGINAL,2735
4.773,21.475,516.784,1.752,23.902,NON_POTABLE,NON_POTABLE,2736
9.34,10.948,559.11,2.961,18.242,MARGINAL,NON_POTABLE,2737
4.911,32.681,979.158,3.074,21.515,NON_POTABLE,NON_POTABLE,2738
6.299,1.902,297.907,10.489,24.761,POTABLE,MARGINAL,2739
2.822,39.321,804.026,2.803,21.825,NON_POTABLE,NON_POTABLE,2740
7.94,5.421,556.476,5.574,15.82,MARGINAL,MARGINAL,2741
8.768,5.834,356.453,6.383,28.46,MARGINAL,MARGINAL,2742
9.421,74.268,1478.549,2.177,26.296,NON_POTABLE,NON_POTABLE,2743
0.024,19.373,801.617,1.269,34.236,NON_POTABLE,NON_POTABLE,2744
1.377,55.614,1059.382,2.74,27.253,NON_POTABLE,NON_POTABLE,2745
6.769,0.648,617.722,6.424,33.334,MARGINAL,MARGINAL,2746
7.322,3.152,340.047,7.518,28.402,POTABLE,MARGINAL,2747
7.744,12.333,552.683,5.568,21.556,MARGINAL,MARGINAL,2748
7.195,60.517,1485.696,1.357,23.991,NON_POTABLE,NON_POTABLE,2749
6.406,6.841,368.36,3.879,30.863,MARGINAL,MARGINAL,2750
4.436,62.658,1007.509,2.338,21.693,NON_POTABLE,NON_POTABLE,2751
6.984,0.0,190.492,8.214,29.54,POTABLE,POTABLE,2752
2.285,51.859,1500.0,3.235,27.884,NON_POTABLE,NON_POTABLE,2753
6.127,74.326,1216.517,1.48,20.866,NON_POTABLE,NON_POTABLE,2754
8.051,15.734,358.163,6.381,24.022,MARGINAL,MARGINAL,2755
6.863,16.027,1118.028,1.478,34.154,NON_POTABLE,NON_POTABLE,2756
7.158,1.017,407.806,8.687,27.081,POTABLE,MARGINAL,2757
7.509,4.937,349.64,9.859,26.588,POTABLE,MARGINAL,2758
5.882,11.88,388.898,5.246,25.757,MARGINAL,MARGINAL,2759
7.478,4.363,207.271,8.355,28.343,POTABLE,MARGINAL,2760
6.794,1.85,648.976,5.315,28.612,MARGINAL,MARGINAL,2761
7.718,15.38,679.312,6.897,30.519,MARGINAL,MARGINAL,2762
6.55,7.42,342.409,6.539,20.594,MARGINAL,MARGINAL,2763
5.168,34.392,508.114,2.771,18.518,NON_POTABLE,NON_POTABLE,2764
7.549,7.148,627.432,5.164,21.463,MARGINAL,MARGINAL,2765
8.349,0.0,684.767,4.14,34.893,MARGINAL,MARGINAL,2766
6.257,17.641,521.383,7.43,22.414,MARGINAL,MARGINAL,2767
5.665,41.557,714.806,1.989,28.142,NON_POTABLE,NON_POTABLE,2768
7.625,5.837,573.224,5.502,22.483,MARGINAL,MARGINAL,2769
7.001,0.0,145.044,8.16,25.642,POTABLE,POTABLE,2770
7.679,3.482,463.455,6.427,25.957,MARGINAL,MARGINAL,2771
5.799,0.0,529.643,9.163,26.458,POTABLE,MARGINAL,2772
6.97,2.287,107.775,7.169,24.099,POTABLE,MARGINAL,2773
6.999,0.0,393.052,8.383,26.025,POTABLE,POTABLE,2774
7.47,6.685,613.508,5.191,26.4,MARGINAL,MARGINAL,2775
7.614,0.0,427.321,5.845,22.795,POTABLE,MARGINAL,2776
8.198,11.675,518.542,4.523,25.259,MARGINAL,MARGINAL,2777
3.683,47.66,1002.505,1.687,32.094,NON_POTABLE,NON_POTABLE,2778
2.708,72.657,609.098,3.511,20.933,NON_POTABLE,NON_POTABLE,2779
6.79,0.0,479.914,10.169,27.933,POTABLE,POTABLE,2780
6.437,45.952,730.677,2.555,30.89,NON_POTABLE,NON_POTABLE,2781
7.761,0.073,303.439,9.198,21.28,POTABLE,POTABLE,2782
5.708,94.933,1066.095,0.921,26.529,NON_POTABLE,NON_POTABLE,2783
3.642,76.421,939.956,2.433,22.211,NON_POTABLE,NON_POTABLE,2784
0.527,36.616,675.784,1.163,41.729,NON_POTABLE,NON_POTABLE,2785
6.743,0.119,429.623,6.061,24.548,POTABLE,MARGINAL,2786
7.229,5.278,678.191,5.004,23.217,MARGINAL,MARGINAL,2787
7.156,20.872,576.015,5.735,18.972,MARGINAL,MARGINAL,2788
7.801,8.774,682.502,6.547,20.202,MARGINAL,MARGINAL,2789
7.946,0.0,621.371,8.066,27.682,MARGINAL,MARGINAL,2790
6.999,7.867,495.49,4.689,28.111,MARGINAL,MARGINAL,2791
2.881,41.495,842.805,2.38,23.775,NON_POTABLE,NON_POTABLE,2792
8.719,7.588,488.672,5.443,25.739,MARGINAL,MARGINAL,2793
7.079,3.591,449.643,10.537,25.441,POTABLE,MARGINAL,2794
6.958,48.12,1049.019,1.742,29.233,NON_POTABLE,NON_POTABLE,2795
7.685,0.442,296.62,8.948,17.513,POTABLE,POTABLE,2796
3.204,66.422,757.173,2.307,25.957,NON_POTABLE,NON_POTABLE,2797
7.858,0.0,272.565,6.662,21.372,POTABLE,POTABLE,2798
3.315,57.555,1024.541,1.727,27.304,NON_POTABLE,NON_POTABLE,2799
6.439,2.291,328.807,8.727,21.213,POTABLE,MARGINAL,2800
7.314,3.425,260.875,7.66,25.305,POTABLE,MARGINAL,2801
6.984,10.18,596.345,6.731,21.486,MARGINAL,MARGINAL,2802
7.27,5.053,336.903,8.732,28.205,POTABLE,MARGINAL,2803
6.466,0.0,288.128,7.693,20.405,POTABLE,MARGINAL,2804
7.199,73.63,700.333,1.675,30.825,NON_POTABLE,NON_POTABLE,2805
6.767,0.0,229.064,7.268,23.275,POTABLE,POTABLE,2806
6.995,5.857,160.323,4.173,27.135,MARGINAL,MARGINAL,2807
6.749,0.0,411.846,7.959,21.851,POTABLE,POTABLE,2808
5.351,85.589,836.993,3.09,25.649,NON_POTABLE,NON_POTABLE,2809
8.306,14.602,548.795,8.299,29.146,MARGINAL,MARGINAL,2810
7.456,2.294,317.456,6.503,21.026,POTABLE,MARGINAL,2811
7.304,2.508,464.281,8.064,27.597,POTABLE,MARGINAL,2812
4.335,75.678,1125.238,0.0,37.444,NON_POTABLE,NON_POTABLE,2813
6.242,37.717,835.964,1.166,33.97,NON_POTABLE,NON_POTABLE,2814
6.879,1.451,440.004,6.342,37.536,MARGINAL,MARGINAL,2815
6.682,1.542,183.03,7.063,19.901,POTABLE,MARGINAL,2816
8.135,3.064,548.9,5.983,17.807,MARGINAL,MARGINAL,2817
7.506,0.0,574.8,7.067,24.465,MARGINAL,MARGINAL,2818
6.518,2.036,395.417,10.135,22.212,POTABLE,MARGINAL,2819
8.842,46.75,1008.726,0.514,33.08,NON_POTABLE,NON_POTABLE,2820
7.064,1.11,246.768,7.266,16.947,POTABLE,MARGINAL,2821
8.023,0.0,542.945,5.624,19.033,MARGINAL,MARGINAL,2822
1.363,39.838,1059.403,3.054,34.485,NON_POTABLE,NON_POTABLE,2823
7.584,0.0,589.692,6.388,29.786,MARGINAL,MARGINAL,2824
7.671,1.294,345.592,8.154,26.937,POTABLE,MARGINAL,2825
5.812,38.728,854.356,5.333,35.888,NON_POTABLE,MARGINAL,2826
6.819,3.31,418.913,7.591,23.714,POTABLE,MARGINAL,2827
5.702,60.007,558.957,1.236,27.707,NON_POTABLE,NON_POTABLE,2828
7.375,11.461,706.446,7.405,24.248,MARGINAL,MARGINAL,2829
6.707,2.974,234.556,10.206,23.264,POTABLE,MARGINAL,2830
6.834,2.59,402.807,9.008,20.913,POTABLE,MARGINAL,2831
10.561,55.087,483.84,4.584,28.318,NON_POTABLE,NON_POTABLE,2832
6.427,14.855,395.609,4.141,25.491,MARGINAL,MARGINAL,2833
8.706,53.887,903.497,2.025,23.753,NON_POTABLE,NON_POTABLE,2834
7.376,2.3,594.529,5.581,24.224,MARGINAL,MARGINAL,2835
6.367,4.367,169.296,8.204,23.838,POTABLE,MARGINAL,2836
7.705,0.0,323.959,7.558,23.541,POTABLE,POTABLE,2837
7.347,0.0,306.229,9.867,21.71,POTABLE,POTABLE,2838
6.917,0.219,324.591,9.063,25.195,POTABLE,POTABLE,2839
6.71,13.77,460.612,8.819,30.121,POTABLE,MARGINAL,2840
8.076,10.89,665.028,3.581,20.449,MARGINAL,MARGINAL,2841
0.185,49.706,898.523,2.37,33.189,NON_POTABLE,NON_POTABLE,2842
7.763,5.241,413.254,6.241,22.668,MARGINAL,MARGINAL,2843
8.628,0.0,234.584,8.741,24.084,POTABLE,MARGINAL,2844
1.274,96.587,1047.992,3.399,29.716,NON_POTABLE,NON_POTABLE,2845
7.382,10.409,524.739,2.401,28.388,MARGINAL,NON_POTABLE,2846
7.798,5.369,389.936,8.101,30.231,MARGINAL,MARGINAL,2847
4.288,54.51,767.778,2.728,32.625,NON_POTABLE,NON_POTABLE,2848
7.669,0.0,496.563,7.349,19.299,POTABLE,POTABLE,2849
4.991,74.472,1017.793,1.638,28.622,NON_POTABLE,NON_POTABLE,2850
7.135,4.735,411.688,6.571,23.688,MARGINAL,MARGINAL,2851
6.851,1.889,318.467,9.079,21.587,POTABLE,MARGINAL,2852
6.151,0.824,352.014,7.178,15.463,POTABLE,MARGINAL,2853
7.119,3.541,408.149,8.888,27.108,POTABLE,MARGINAL,2854
8.191,2.369,473.851,6.19,26.551,MARGINAL,MARGINAL,2855
6.678,4.104,818.841,5.919,25.837,MARGINAL,MARGINAL,2856
7.754,90.548,1449.439,3.058,29.795,NON_POTABLE,NON_POTABLE,2857
7.125,0.0,481.24,7.809,21.447,POTABLE,POTABLE,2858
7.15,0.0,177.258,8.199,28.452,POTABLE,POTABLE,2859
7.404,5.394,506.59,6.539,30.057,MARGINAL,MARGINAL,2860
7.615,5.442,618.156,5.925,26.971,MARGINAL,MARGINAL,2861
4.407,87.744,899.422,0.561,27.604,NON_POTABLE,NON_POTABLE,2862
3.86,56.186,1142.394,0.615,25.272,NON_POTABLE,NON_POTABLE,2863
8.198,5.269,616.442,5.828,27.696,MARGINAL,MARGINAL,2864
6.861,53.638,603.667,3.362,31.846,NON_POTABLE,NON_POTABLE,2865
6.961,8.929,513.006,7.548,28.479,MARGINAL,MARGINAL,2866
4.898,85.041,592.002,3.575,29.357,NON_POTABLE,NON_POTABLE,2867
8.485,4.412,1010.752,1.682,23.973,NON_POTABLE,NON_POTABLE,2868
6.703,4.583,290.813,6.069,28.317,MARGINAL,MARGINAL,2869
6.645,0.0,316.421,7.263,24.408,POTABLE,POTABLE,2870
4.294,100.0,778.481,4.788,25.844,NON_POTABLE,NON_POTABLE,2871
6.106,0.0,318.033,8.685,24.733,POTABLE,MARGINAL,2872
6.424,0.0,214.779,10.123,23.1,POTABLE,MARGINAL,2873
7.568,0.0,238.01,9.111,21.154,POTABLE,POTABLE,2874
8.229,47.242,560.969,4.834,29.735,NON_POTABLE,NON_POTABLE,2875
7.892,0.0,480.435,9.632,22.138,POTABLE,POTABLE,2876
7.395,0.0,449.913,8.569,22.014,POTABLE,POTABLE,2877
6.414,55.048,765.053,2.625,36.604,NON_POTABLE,NON_POTABLE,2878
7.778,0.463,272.985,8.308,23.727,POTABLE,POTABLE,2879
6.904,1.571,538.0,4.151,26.527,MARGINAL,MARGINAL,2880
8.853,7.144,451.389,5.946,25.354,MARGINAL,MARGINAL,2881
5.736,81.868,462.079,0.807,34.151,NON_POTABLE,NON_POTABLE,2882
6.893,8.351,571.991,7.157,26.377,MARGINAL,MARGINAL,2883
7.44,6.373,722.78,3.812,28.141,MARGINAL,MARGINAL,2884
3.272,61.867,872.347,1.309,26.565,NON_POTABLE,NON_POTABLE,2885
7.413,0.0,314.059,8.92,23.788,POTABLE,POTABLE,2886
6.846,0.0,458.232,9.287,22.916,POTABLE,POTABLE,2887
9.074,14.421,532.568,3.951,29.547,MARGINAL,NON_POTABLE,2888
7.787,1.47,738.234,5.725,30.162,MARGINAL,MARGINAL,2889
2.378,75.925,991.741,1.985,22.249,NON_POTABLE,NON_POTABLE,2890
3.104,42.062,1154.353,0.762,29.139,NON_POTABLE,NON_POTABLE,2891
7.63,0.0,234.653,8.814,19.221,POTABLE,POTABLE,2892
1.531,45.381,454.423,3.014,26.337,NON_POTABLE,NON_POTABLE,2893
6.18,1.911,435.139,8.321,21.451,POTABLE,MARGINAL,2894
7.345,12.306,776.202,4.472,30.206,MARGINAL,MARGINAL,2895
6.615,0.0,226.008,9.688,22.394,POTABLE,POTABLE,2896
4.807,71.052,703.528,1.604,19.861,NON_POTABLE,NON_POTABLE,2897
7.139,1.287,427.467,6.178,26.951,POTABLE,MARGINAL,2898
6.852,13.46,615.79,6.162,19.645,MARGINAL,MARGINAL,2899
7.724,4.21,341.144,7.493,23.526,POTABLE,MARGINAL,2900
5.78,61.244,898.746,1.285,26.051,NON_POTABLE,NON_POTABLE,2901
8.114,0.0,284.02,9.639,16.927,POTABLE,POTABLE,2902
6.707,4.187,527.814,5.691,24.836,MARGINAL,MARGINAL,2903
6.893,0.0,163.716,7.544,25.131,POTABLE,POTABLE,2904
6.49,0.0,323.943,10.47,16.584,POTABLE,MARGINAL,2905
7.154,0.889,383.187,8.539,28.218,POTABLE,POTABLE,2906
7.831,0.0,228.321,9.846,21.621,POTABLE,POTABLE,2907
7.123,2.561,291.994,9.774,23.675,POTABLE,MARGINAL,2908
6.909,3.231,385.549,7.979,22.656,POTABLE,MARGINAL,2909
6.488,0.943,355.546,8.678,25.351,POTABLE,MARGINAL,2910
6.053,5.906,200.481,8.754,25.961,POTABLE,MARGINAL,2911
8.176,1.729,233.015,7.389,22.899,POTABLE,MARGINAL,2912
6.666,0.0,372.382,7.499,26.993,POTABLE,POTABLE,2913
10.138,59.801,726.393,2.571,32.533,NON_POTABLE,NON_POTABLE,2914
7.187,1.884,427.061,6.408,23.102,MARGINAL,MARGINAL,2915
8.023,9.499,530.743,5.985,29.071,MARGINAL,MARGINAL,2916
9.368,60.721,1370.05,3.354,33.589,NON_POTABLE,NON_POTABLE,2917
3.473,64.085,966.771,0.795,25.078,NON_POTABLE,NON_POTABLE,2918
2.003,65.686,894.988,4.259,38.574,NON_POTABLE,NON_POTABLE,2919
7.613,4.962,595.277,7.766,23.095,MARGINAL,MARGINAL,2920
8.426,6.042,338.658,4.512,30.128,MARGINAL,MARGINAL,2921
7.43,1.175,192.351,8.868,22.013,POTABLE,MARGINAL,2922
7.539,4.884,635.06,5.767,25.475,MARGINAL,MARGINAL,2923
7.002,0.869,242.58,9.077,26.023,POTABLE,POTABLE,2924
7.929,36.8,879.095,4.193,26.548,NON_POTABLE,MARGINAL,2925
7.099,0.69,243.164,8.311,26.721,POTABLE,POTABLE,2926
7.654,9.007,722.577,5.355,30.435,MARGINAL,MARGINAL,2927
7.047,0.0,455.98,4.434,24.913,MARGINAL,MARGINAL,2928
5.036,15.879,706.577,0.648,16.778,NON_POTABLE,NON_POTABLE,2929
7.405,10.838,674.647,2.903,30.314,MARGINAL,MARGINAL,2930
5.451,37.426,1135.999,1.109,31.13,NON_POTABLE,NON_POTABLE,2931
8.509,3.415,446.126,7.947,24.537,POTABLE,MARGINAL,2932
8.338,14.439,570.859,6.511,18.759,MARGINAL,MARGINAL,2933
9.029,47.941,1184.458,2.914,35.129,NON_POTABLE,NON_POTABLE,2934
6.224,0.0,346.008,8.26,20.802,POTABLE,MARGINAL,2935
3.358,30.2,860.763,3.845,25.644,NON_POTABLE,NON_POTABLE,2936
7.192,2.385,462.861,6.627,27.252,MARGINAL,MARGINAL,2937
7.42,0.0,303.101,8.491,27.62,POTABLE,POTABLE,2938
6.805,2.233,420.366,7.027,21.694,POTABLE,MARGINAL,2939
6.778,11.411,484.369,6.476,22.581,MARGINAL,MARGINAL,2940
6.632,1.245,301.255,9.43,23.277,POTABLE,MARGINAL,2941
7.645,8.399,554.924,3.79,27.842,MARGINAL,MARGINAL,2942
6.399,4.429,250.674,8.448,19.098,POTABLE,MARGINAL,2943
8.01,6.634,467.265,4.867,23.042,MARGINAL,MARGINAL,2944
7.269,4.943,621.895,5.9,23.897,MARGINAL,MARGINAL,2945
7.745,5.546,427.525,4.336,16.591,MARGINAL,MARGINAL,2946
7.44,0.367,414.4,7.999,24.313,POTABLE,POTABLE,2947
7.362,0.0,293.271,8.812,26.109,POTABLE,POTABLE,2948
6.747,9.733,274.886,3.363,22.967,MARGINAL,MARGINAL,2949
7.312,14.38,490.249,5.989,27.277,MARGINAL,MARGINAL,2950
7.205,4.005,639.667,5.441,20.09,MARGINAL,MARGINAL,2951
7.711,12.419,507.071,7.161,28.245,MARGINAL,MARGINAL,2952
7.181,16.611,403.471,6.702,22.745,MARGINAL,MARGINAL,2953
6.766,7.545,640.045,3.858,28.676,MARGINAL,MARGINAL,2954
5.333,70.116,1200.658,2.567,32.934,NON_POTABLE,NON_POTABLE,2955
7.33,1.038,299.214,9.457,27.072,POTABLE,MARGINAL,2956
6.486,3.179,284.28,8.107,23.146,POTABLE,MARGINAL,2957
7.217,0.601,320.833,10.137,25.903,POTABLE,POTABLE,2958
7.345,20.842,533.908,3.941,24.959,MARGINAL,MARGINAL,2959
6.885,2.552,650.588,3.843,21.332,MARGINAL,MARGINAL,2960
6.818,4.072,411.022,6.647,25.331,POTABLE,MARGINAL,2961
5.347,46.953,707.182,1.027,25.935,NON_POTABLE,NON_POTABLE,2962
8.596,0.0,669.95,5.066,26.185,MARGINAL,MARGINAL,2963
7.078,5.895,297.871,4.498,31.075,MARGINAL,MARGINAL,2964
7.709,0.0,313.604,9.566,26.957,POTABLE,POTABLE,2965
4.106,88.076,1109.691,1.746,27.867,NON_POTABLE,NON_POTABLE,2966
7.537,0.0,280.131,8.757,21.339,POTABLE,POTABLE,2967
3.633,79.285,1356.537,0.648,25.083,NON_POTABLE,NON_POTABLE,2968
6.669,3.676,409.604,8.039,31.464,POTABLE,MARGINAL,2969
10.23,44.872,1153.187,0.886,24.561,NON_POTABLE,NON_POTABLE,2970
7.737,0.569,169.006,9.045,23.089,POTABLE,POTABLE,2971
6.684,0.692,405.021,9.032,22.685,POTABLE,POTABLE,2972
7.201,0.0,400.147,5.77,18.728,MARGINAL,MARGINAL,2973
6.909,1.619,329.784,8.93,19.187,POTABLE,MARGINAL,2974
7.405,4.141,236.188,10.017,19.194,POTABLE,MARGINAL,2975
6.177,0.0,289.868,7.341,23.087,POTABLE,MARGINAL,2976
6.513,4.581,298.476,9.241,24.848,POTABLE,MARGINAL,2977
6.464,3.014,187.541,7.55,25.35,POTABLE,MARGINAL,2978
9.084,2.89,446.744,4.94,26.824,MARGINAL,NON_POTABLE,2979
4.853,69.48,719.974,0.665,19.939,NON_POTABLE,NON_POTABLE,2980
9.114,12.471,599.559,6.352,33.168,MARGINAL,NON_POTABLE,2981
5.86,10.025,435.627,5.051,25.891,MARGINAL,MARGINAL,2982
7.473,0.0,144.829,8.611,20.657,POTABLE,POTABLE,2983
7.788,8.485,408.337,4.512,25.307,MARGINAL,MARGINAL,2984
6.57,3.982,295.996,8.758,16.191,POTABLE,MARGINAL,2985
1.478,34.609,1343.536,4.148,29.25,NON_POTABLE,NON_POTABLE,2986
7.266,0.0,752.267,5.821,19.137,MARGINAL,MARGINAL,2987
6.418,0.0,380.595,9.356,21.925,POTABLE,MARGINAL,2988
6.492,1.718,601.55,4.932,31.137,MARGINAL,MARGINAL,2989
7.047,0.498,274.635,7.427,20.55,POTABLE,POTABLE,2990
6.808,1.414,268.403,8.046,21.545,POTABLE,MARGINAL,2991
6.002,0.0,456.883,9.323,24.056,POTABLE,MARGINAL,2992
7.285,3.663,432.711,10.104,26.711,POTABLE,MARGINAL,2993
6.531,0.0,260.044,7.14,20.878,POTABLE,POTABLE,2994
7.052,4.998,611.591,5.048,25.825,MARGINAL,MARGINAL,2995
7.2,0.839,389.526,8.33,21.9,POTABLE,POTABLE,2996
7.807,13.047,563.22,6.685,27.391,MARGINAL,MARGINAL,2997
6.843,5.422,338.195,7.906,22.216,POTABLE,MARGINAL,2998
7.139,49.559,954.648,2.055,33.144,NON_POTABLE,NON_POTABLE,2999
7.46,0.0,330.22,8.891,24.672,POTABLE,POTABLE,3000
6.22,62.006,1163.682,1.858,27.481,NON_POTABLE,NON_POTABLE,3001
5.481,17.686,1094.027,0.147,25.785,NON_POTABLE,NON_POTABLE,3002
5.037,65.609,709.864,1.942,28.736,NON_POTABLE,NON_POTABLE,3003
9.17,65.585,674.786,4.043,33.13,NON_POTABLE,NON_POTABLE,3004
7.392,13.631,729.11,5.178,29.045,MARGINAL,MARGINAL,3005
5.456,100.0,914.147,0.0,16.569,NON_POTABLE,NON_POTABLE,3006
7.371,0.0,188.0,6.146,24.6,POTABLE,MARGINAL,3007
8.571,10.105,631.591,5.723,23.115,MARGINAL,MARGINAL,3008
6.465,0.0,416.7,9.111,34.207,POTABLE,MARGINAL,3009
6.599,3.912,436.367,7.95,23.293,POTABLE,MARGINAL,3010
6.087,0.0,280.222,10.115,24.785,POTABLE,MARGINAL,3011
6.274,0.611,443.273,7.906,20.01,POTABLE,MARGINAL,3012
7.754,0.0,244.407,8.11,25.581,POTABLE,POTABLE,3013
7.001,4.473,507.319,3.767,24.923,MARGINAL,MARGINAL,3014
8.02,10.739,628.06,5.039,29.296,MARGINAL,MARGINAL,3015
7.304,0.0,392.931,7.241,18.213,POTABLE,POTABLE,3016
7.033,3.753,181.496,6.969,17.461,POTABLE,MARGINAL,3017
6.78,0.0,427.167,7.295,20.96,POTABLE,POTABLE,3018
7.109,7.648,463.342,6.439,28.25,MARGINAL,MARGINAL,3019
0.0,80.902,582.415,1.946,24.702,NON_POTABLE,NON_POTABLE,3020
6.398,1.357,324.225,9.958,20.093,POTABLE,MARGINAL,3021
8.492,11.06,484.195,6.489,30.518,MARGINAL,MARGINAL,3022
6.231,32.896,525.509,3.678,39.688,NON_POTABLE,MARGINAL,3023
7.365,3.697,301.866,9.107,28.57,POTABLE,MARGINAL,3024
7.321,5.577,328.509,9.607,24.329,POTABLE,MARGINAL,3025
7.683,0.928,417.423,10.028,22.533,POTABLE,POTABLE,3026
7.588,16.498,594.889,4.567,31.308,MARGINAL,MARGINAL,3027
12.178,33.226,1172.834,3.312,30.799,NON_POTABLE,NON_POTABLE,3028
7.193,1.893,436.239,9.493,22.583,POTABLE,MARGINAL,3029
10.808,6.774,743.285,1.252,31.033,NON_POTABLE,NON_POTABLE,3030
6.749,8.276,526.25,4.205,23.137,MARGINAL,MARGINAL,3031
6.869,15.967,250.126,6.231,26.508,MARGINAL,MARGINAL,3032
7.429,0.0,332.831,8.463,29.73,POTABLE,POTABLE,3033
7.53,0.104,309.648,9.603,24.678,POTABLE,POTABLE,3034
6.765,4.22,432.375,6.935,23.997,POTABLE,MARGINAL,3035
6.354,42.929,1165.978,2.802,36.288,NON_POTABLE,NON_POTABLE,3036
7.765,12.847,628.155,7.602,28.885,MARGINAL,MARGINAL,3037
8.405,0.0,243.249,10.185,19.266,POTABLE,POTABLE,3038
9.265,4.773,478.11,5.952,23.82,MARGINAL,NON_POTABLE,3039
7.369,5.957,477.134,4.487,29.021,MARGINAL,MARGINAL,3040
8.325,0.0,292.281,8.24,21.542,POTABLE,POTABLE,3041
6.25,0.0,213.135,6.139,26.918,POTABLE,MARGINAL,3042
6.459,0.0,505.206,7.805,23.1,POTABLE,MARGINAL,3043
6.341,5.857,474.974,7.774,22.63,POTABLE,MARGINAL,3044
3.275,73.689,1064.771,2.736,23.052,NON_POTABLE,NON_POTABLE,3045
7.148,5.41,387.814,6.702,28.569,POTABLE,MARGINAL,3046
4.723,75.226,708.508,1.137,28.153,NON_POTABLE,NON_POTABLE,3047
1.858,88.856,988.408,2.202,27.248,NON_POTABLE,NON_POTABLE,3048
7.197,9.045,585.425,5.93,23.095,MARGINAL,MARGINAL,3049
6.65,11.672,500.194,5.313,17.326,MARGINAL,MARGINAL,3050
4.404,92.884,710.537,4.056,27.638,NON_POTABLE,NON_POTABLE,3051
7.846,0.0,178.763,9.519,24.641,POTABLE,POTABLE,3052
6.819,15.062,282.804,6.072,24.783,MARGINAL,MARGINAL,3053
4.299,42.774,1024.667,2.096,25.453,NON_POTABLE,NON_POTABLE,3054
6.742,0.332,536.637,9.203,22.29,POTABLE,MARGINAL,3055
8.639,8.221,365.053,7.37,22.746,MARGINAL,MARGINAL,3056
6.867,2.57,192.85,8.125,26.808,POTABLE,MARGINAL,3057
8.087,71.973,926.787,0.0,24.568,NON_POTABLE,NON_POTABLE,3058
6.329,0.0,286.656,5.703,24.386,POTABLE,MARGINAL,3059
6.489,7.999,648.136,6.094,20.17,MARGINAL,MARGINAL,3060
2.29,48.257,1186.449,4.681,27.536,NON_POTABLE,NON_POTABLE,3061
7.565,9.536,442.85,6.437,18.543,MARGINAL,MARGINAL,3062
7.509,4.274,534.461,3.593,29.993,MARGINAL,MARGINAL,3063
6.977,3.203,43.274,6.783,22.566,POTABLE,MARGINAL,3064
8.605,3.689,636.507,6.52,27.794,MARGINAL,MARGINAL,3065
7.023,1.147,325.59,9.161,29.526,POTABLE,MARGINAL,3066
6.937,0.0,77.021,8.11,23.956,POTABLE,POTABLE,3067
3.065,60.918,1027.065,0.828,26.715,NON_POTABLE,NON_POTABLE,3068
6.292,0.0,458.964,9.518,24.783,POTABLE,MARGINAL,3069
6.965,1.869,279.819,8.325,23.956,POTABLE,MARGINAL,3070
7.097,0.399,369.92,8.938,24.934,POTABLE,POTABLE,3071
7.927,0.0,596.476,6.474,22.477,MARGINAL,MARGINAL,3072
8.853,9.997,548.072,6.644,24.428,MARGINAL,MARGINAL,3073
7.088,11.474,643.927,4.717,15.706,MARGINAL,MARGINAL,3074
2.556,64.385,989.324,1.54,31.569,NON_POTABLE,NON_POTABLE,3075
6.664,1.212,243.642,7.821,24.378,POTABLE,MARGINAL,3076
7.34,2.26,292.07,10.014,27.862,POTABLE,MARGINAL,3077
7.704,2.84,600.992,6.66,28.585,MARGINAL,MARGINAL,3078
4.512,69.504,890.03,0.526,30.526,NON_POTABLE,NON_POTABLE,3079
6.516,0.0,253.519,8.872,23.724,POTABLE,POTABLE,3080
2.244,94.159,660.139,2.738,29.002,NON_POTABLE,NON_POTABLE,3081
5.902,56.439,1117.704,3.75,24.811,NON_POTABLE,NON_POTABLE,3082
6.84,51.203,1105.343,2.385,36.104,NON_POTABLE,NON_POTABLE,3083
7.596,0.0,232.27,8.749,19.336,POTABLE,POTABLE,3084
7.641,11.207,492.685,5.544,23.824,MARGINAL,MARGINAL,3085
7.04,3.298,422.221,6.284,23.024,MARGINAL,MARGINAL,3086
7.182,0.796,144.985,8.097,23.169,POTABLE,POTABLE,3087
